2022_country_code,Country,2022_income_group,2022_total_gdp,2022_total_gdp_million,2022_gdp_variation
COD,"Congo, Democratic Republic Of The",Países De Ingreso Bajo,65801547619.5815,65801.5476195815,8.92444762563109
COG,Congo,Países De Ingreso Mediano Bajo,15817030154.6941,15817.0301546941,1.47535613247133
COL,Colombia,Ingreso Mediano Alto,345329875078.512,345329.875078512,7.2888838865514
COM,Comoros,Países De Ingreso Mediano Bajo,1242519407.77603,1242.51940777603,2.60301031927843
CPV,Cabo Verde,Países De Ingreso Mediano Bajo,2247003347.63376,2247.00334763376,15.843675684642
CRI,Costa Rica,Ingreso Mediano Alto,69243626028.5936,69243.6260285936,4.55149177958398
CUB,Cuba,Ingreso Mediano Alto,0.0,0.0,1.77485399483382
CUW,Curaçao,Ingreso Alto,3075180834.72417,3075.1808347241704,6.90599999999999
CYM,Cayman Islands,Ingreso Alto,6600843963.37585,6600.84396337585,5.15632954248333
CYP,Cyprus,Ingreso Alto,30976176886.8521,30976.1768868521,7.36562252428676
CZE,Czechia,Ingreso Alto,301831228325.556,301831.22832555603,2.84717065717149
DEU,Germany,Ingreso Alto,4163596357879.39,4163596.35787939,1.36973105536585
DJI,Djibouti,Países De Ingreso Mediano Bajo,3674298479.07676,3674.29847907676,3.72857647005031
DMA,Dominica,Ingreso Mediano Alto,607159259.259259,607.159259259259,5.58354626264079
DNK,Denmark,Ingreso Alto,401945576107.963,401945.576107963,1.54017310709567
DOM,Dominican Republic,Ingreso Mediano Alto,113537368176.13,113537.36817613,4.85832403582451
DZA,Algeria,Ingreso Mediano Alto,225638456572.143,225638.456572143,3.59999999999998
ECU,Ecuador,Ingreso Mediano Alto,116586079000.0,116586.079,6.18613907258741
EGY,Egypt,Países De Ingreso Mediano Bajo,476747720364.742,476747.720364742,6.58784560886967
ERI,Eritrea,Países De Ingreso Bajo,0.0,0.0,0.0
ESP,Spain,Ingreso Alto,1446498147749.03,1446498.14774903,6.17931222572963
EST,Estonia,Ingreso Alto,38376046174.971,38376.046174971,0.0604278323325786
ETH,Ethiopia,Países De Ingreso Bajo,126772703047.701,126772.703047701,5.32117628383672
FIN,Finland,Ingreso Alto,280241515774.32,280241.51577432,1.4500480727209
FJI,Fiji,Ingreso Mediano Alto,4969503560.7735,4969.503560773501,19.7927266933385
FRA,France,Ingreso Alto,2796302210398.84,2796302.21039884,2.57084047443969
FRO,Faroe Islands,Ingreso Alto,3566698397.6602,3566.6983976602,3.55602380418398
FSM,Micronesia (Federated States Of),Países De Ingreso Mediano Bajo,430000000.0,430.0,-0.778210116731515
GAB,Gabon,Ingreso Mediano Alto,20440655695.1804,20440.6556951804,3.03761449502689
GBR,United Kingdom Of Great Britain And Northern Ireland,Ingreso Alto,3114042471144.39,3114042.4711443903,4.83908514714403
GEO,Georgia,Ingreso Mediano Alto,24984568959.605,24984.568959605,10.9585321385624
GHA,Ghana,Países De Ingreso Mediano Bajo,74263364041.8742,74263.3640418742,3.81750462109567
GIB,Gibraltar,Ingreso Alto,0.0,0.0,0.0
GIN,Guinea,Países De Ingreso Mediano Bajo,19910452541.9219,19910.452541921903,3.97240784200721
GMB,Gambia,Países De Ingreso Bajo,2204734527.88096,2204.73452788096,5.49299823010114
GNB,Guinea-Bissau,Países De Ingreso Bajo,1796608530.82267,1796.60853082267,4.60583180729681
GNQ,Equatorial Guinea,Ingreso Mediano Alto,13687643435.6249,13687.6434356249,3.22350831658598
GRC,Greece,Ingreso Alto,218880566444.349,218880.566444349,5.74364918958959
GRD,Grenada,Ingreso Mediano Alto,1224577777.77778,1224.57777777778,7.32074061551874
GRL,Greenland,Ingreso Alto,0.0,0.0,0.0
GTM,Guatemala,Ingreso Mediano Alto,95630524813.106,95630.524813106,4.20015588892568
GUM,Guam,Ingreso Alto,6910000000.0,6910.0,5.09986426216793
GUY,Guyana,Ingreso Alto,14718387016.7866,14718.3870167866,63.3345871591983
HKG,Hong Kong,Ingreso Alto,358681066274.469,358681.066274469,-3.68357113148396
HND,Honduras,Países De Ingreso Mediano Bajo,31426041806.7985,31426.0418067985,4.14356194013767
HRV,Croatia,Ingreso Alto,71198635101.9514,71198.6351019514,7.28793643206565
HTI,Haiti,Países De Ingreso Mediano Bajo,20253551920.5516,20253.551920551603,-1.68198396897978
HUN,Hungary,Ingreso Alto,177006128624.627,177006.12862462702,4.58340767295068
IDN,Indonesia,Ingreso Mediano Alto,1319076267291.51,1319076.26729151,5.30741934775764
IMN,Isle Of Man,Ingreso Alto,0.0,0.0,0.0
IND,India,Países De Ingreso Mediano Bajo,3353470496886.33,3353470.49688633,6.9870393257555
IRL,Ireland,Ingreso Alto,548570250341.987,548570.250341987,8.61950355191492
IRN,Iran (Islamic Republic Of),Ingreso Mediano Alto,394362621793.035,394362.62179303495,3.77663140152906
IRQ,Iraq,Ingreso Mediano Alto,286640340965.517,286640.34096551704,7.63981140218355
ISL,Iceland,Ingreso Alto,28770206626.5564,28770.2066265564,8.9925076126915
ISR,Israel,Ingreso Alto,525000415276.678,525000.4152766779,6.47037150232485
ITA,Italy,Ingreso Alto,2102995942720.44,2102995.94272044,4.66176265113695
JAM,Jamaica,Ingreso Mediano Alto,17097760723.9201,17097.7607239201,5.22151984737387
JOR,Jordan,Países De Ingreso Mediano Bajo,48764963380.2817,48764.9633802817,2.64743616429071
JPN,Japan,Ingreso Alto,4256410760723.75,4256410.76072375,0.954736937781391
KAZ,Kazakhstan,Ingreso Mediano Alto,225496328925.494,225496.328925494,3.19999999970734
KEN,Kenya,Países De Ingreso Mediano Bajo,114448978152.637,114448.978152637,4.85998104287999
KGZ,Kyrgyzstan,Países De Ingreso Mediano Bajo,12134931017.9465,12134.9310179465,8.96750520041391
KHM,Cambodia,Países De Ingreso Mediano Bajo,39994532959.6074,39994.5329596074,5.10336888677125
KIR,Kiribati,Países De Ingreso Mediano Bajo,270841698.369345,270.841698369345,3.90535280738948
KNA,Saint Kitts And Nevis,Ingreso Alto,981429629.62963,981.42962962963,10.5228492759939
KOR,"Korea, Republic Of",Ingreso Alto,1673916511799.71,1673916.51179971,2.61267219187226
KWT,Kuwait,Ingreso Alto,183940215065.171,183940.21506517095,5.85920887270251
LAO,Lao People'S Democratic Republic,Países De Ingreso Mediano Bajo,15468785203.7532,15468.7852037532,2.70742652643155
LBN,Lebanon,Países De Ingreso Mediano Bajo,20992421948.8081,20992.4219488081,-0.621678970663112
LBR,Liberia,Países De Ingreso Bajo,4001047000.0,4001.047,4.80810517290655
LBY,Libya,Ingreso Mediano Alto,43246297921.8499,43246.2979218499,-8.25163004105288
LCA,Saint Lucia,Ingreso Mediano Alto,2342703703.7037,2342.7037037037003,20.3867675749845
LIE,Liechtenstein,Ingreso Alto,7361504432.19331,7361.50443219331,0.0
LKA,Sri Lanka,Países De Ingreso Mediano Bajo,74144870023.4244,74144.87002342439,-7.34679123599076
LSO,Lesotho,Países De Ingreso Mediano Bajo,2354683088.71995,2354.6830887199503,2.38778020186284
LTU,Lithuania,Ingreso Alto,71033884499.7824,71033.88449978239,2.53752500887173
LUX,Luxembourg,Ingreso Alto,81641807865.7591,81641.8078657591,1.38018589083207
LVA,Latvia,Ingreso Alto,38018905782.397,38018.905782397,1.8126824022841
MAC,Macao,Ingreso Alto,24999113475.8368,24999.1134758368,-19.6093363742205
MAF,Saint Martin (French Part),Ingreso Alto,0.0,0.0,0.0
MAR,Morocco,Países De Ingreso Mediano Bajo,130951926351.241,130951.926351241,1.52720357976111
MCO,Monaco,Ingreso Alto,8800430486.17137,8800.43048617137,11.0469394271752
MDA,"Moldova, Republic Of",Ingreso Mediano Alto,14510490660.2516,14510.4906602516,-5.01548231924089
MDG,Madagascar,Países De Ingreso Bajo,15134700203.0497,15134.7002030497,3.99999999869678
MDV,Maldives,Ingreso Mediano Alto,6177118113.94637,6177.11811394637,13.8260895184139
MEX,Mexico,Ingreso Mediano Alto,1464312692331.58,1464312.69233158,3.68911109348025
MHL,Marshall Islands,Ingreso Mediano Alto,253400000.0,253.4,-1.11806797853311
MKD,North Macedonia,Ingreso Mediano Alto,13932436550.0883,13932.4365500883,2.75888415332967
MLI,Mali,Países De Ingreso Bajo,18780322203.7584,18780.3222037584,3.47495171106735
MLT,Malta,Ingreso Alto,19209979975.2323,19209.9799752323,4.14788281601133
MMR,Myanmar,Países De Ingreso Mediano Bajo,62253049891.6449,62253.0498916449,4.03749343593624
MNE,Montenegro,Ingreso Mediano Alto,6229801580.79157,6229.80158079157,6.40668032879275
MNG,Mongolia,Ingreso Mediano Alto,17146471713.748,17146.471713748,5.0327096366527
MNP,Northern Mariana Islands,Ingreso Alto,1096000000.0,1096.0,16.6427546628408
MOZ,Mozambique,Países De Ingreso Bajo,18883528581.3734,18883.5285813734,4.36445074535436
MRT,Mauritania,Países De Ingreso Mediano Bajo,9557966698.25369,9557.966698253693,6.79600510182286
MUS,Mauritius,Ingreso Mediano Alto,12927979286.0453,12927.9792860453,8.87988519700977
MWI,Malawi,Países De Ingreso Bajo,12429060150.742,12429.060150742,0.921115069005936
MYS,Malaysia,Ingreso Mediano Alto,407605841348.235,407605.841348235,8.86182187578046
NAM,Namibia,Ingreso Mediano Alto,12567271004.6761,12567.2710046761,5.34966408559102
NCL,New Caledonia,Ingreso Alto,9623318718.31459,9623.318718314593,3.49999999631376
NER,Niger,Países De Ingreso Bajo,15433852712.2963,15433.8527122963,11.9000000000277
NGA,Nigeria,Países De Ingreso Mediano Bajo,477403400101.174,477403.400101174,3.25168140827093
NIC,Nicaragua,Países De Ingreso Mediano Bajo,15649897116.8965,15649.8971168965,3.75228475736668
NLD,Netherlands,Ingreso Alto,1046540797548.64,1046540.79754864,5.00723459045037
NOR,Norway,Ingreso Alto,593726965415.619,593726.965415619,3.00563516076298
NPL,Nepal,Países De Ingreso Mediano Bajo,41182939600.67,41182.93960067,5.63131455871746
NRU,Nauru,Ingreso Alto,156803087.302496,156.80308730249598,3.02263627499464
NZL,New Zealand,Ingreso Alto,246733522841.353,246733.522841353,2.7748426484212
OMN,Oman,Ingreso Alto,111943823146.944,111943.823146944,9.5771061309605
PAK,Pakistan,Países De Ingreso Mediano Bajo,374890295666.694,374890.29566669394,4.7781068690358
PAN,Panama,Ingreso Alto,76276116700.0,76276.1167,10.769665870619
PER,Peru,Ingreso Mediano Alto,246488757636.211,246488.757636211,2.72550021563363
PHL,Philippines,Países De Ingreso Mediano Bajo,404353369604.631,404353.369604631,7.58098212785563
PLW,Palau,Ingreso Alto,255591062.5,255.5910625,-1.31844903330447
PNG,Papua New Guinea,Países De Ingreso Mediano Bajo,31647277767.3976,31647.2777673976,5.70758411822096
POL,Poland,Ingreso Alto,695607470875.276,695607.470875276,5.25545697386036
PRI,Puerto Rico,Ingreso Alto,113567200000.0,113567.2,3.56811024720668
PRK,Korea (Democratic People'S Republic Of),Países De Ingreso Bajo,0.0,0.0,0.0
PRT,Portugal,Ingreso Alto,256898675068.927,256898.675068927,6.98584193827881
PRY,Paraguay,Ingreso Mediano Alto,41952910858.0846,41952.9108580846,0.176038366132886
PSE,"Palestine, State Of",Países De Ingreso Mediano Bajo,19165500000.0,19165.5,4.08276027347105
PYF,French Polynesia,Ingreso Alto,5814661208.90544,5814.661208905441,4.46607459000271
QAT,Qatar,Ingreso Alto,235709325708.341,235709.325708341,4.18500971344966
ROU,Romania,Ingreso Alto,296354358293.475,296354.358293475,3.96530766311717
RUS,Russian Federation,Ingreso Alto,2266029240645.34,2266029.24064534,-2.06971152527731
RWA,Rwanda,Países De Ingreso Bajo,13316160895.0447,13316.1608950447,8.15773308481241
SAU,Saudi Arabia,Ingreso Alto,1108571466666.67,1108571.4666666698,7.48598429134137
SDN,Sudan,Países De Ingreso Bajo,51666875363.0963,51666.8753630963,-0.957816591119183
SEN,Senegal,Países De Ingreso Mediano Bajo,27619479059.6131,27619.4790596131,3.82586363675534
SGP,Singapore,Ingreso Alto,498474540987.78,498474.54098778,3.83807678519807
SLB,Solomon Islands,Países De Ingreso Mediano Bajo,1566360686.10632,1566.36068610632,2.40248143622522
SLE,Sierra Leone,Países De Ingreso Bajo,7119137321.90082,7119.13732190082,5.3135546141915
SLV,El Salvador,Ingreso Mediano Alto,31988920000.0,31988.92,2.79955216943868
SMR,San Marino,Ingreso Alto,1831700577.08904,1831.70057708904,7.89844145767604
SOM,Somalia,Países De Ingreso Bajo,10202767269.9603,10202.7672699603,2.72711429582988
SRB,Serbia,Ingreso Mediano Alto,66797564758.339,66797.564758339,2.63098644408841
SSD,South Sudan,Países De Ingreso Bajo,0.0,0.0,0.0
STP,Sao Tome And Principe,Países De Ingreso Mediano Bajo,540809499.189348,540.809499189348,0.168698492216564
SUR,Suriname,Ingreso Mediano Alto,3791603200.0259,3791.6032000259,2.40622235601218
SVK,Slovakia,Ingreso Alto,115928615553.286,115928.615553286,0.449673875081572
SVN,Slovenia,Ingreso Alto,59927702746.2843,59927.7027462843,2.69923755687375
SWE,Sweden,Ingreso Alto,579895717343.956,579895.717343956,1.45928850757269
SWZ,Eswatini,Países De Ingreso Mediano Bajo,4695372785.0814,4695.3727850814,-0.0676192583464115
SXM,Sint Maarten (Dutch Part),Ingreso Alto,1537088715.0838,1537.0887150838,9.80000111145777
SYC,Seychelles,Ingreso Alto,2057968519.83091,2057.96851983091,14.9768513322959
SYR,Syrian Arab Republic,Países De Ingreso Bajo,23622827079.5047,23622.8270795047,0.732781301861365
TCA,Turks And Caicos Islands,Ingreso Alto,1228794382.95121,1228.79438295121,6.19999948551566
TCD,Chad,Países De Ingreso Bajo,12396807588.4082,12396.8075884082,2.80434074839411
TGO,Togo,Países De Ingreso Bajo,8169476148.95692,8169.47614895692,5.75954251521733
THA,Thailand,Ingreso Mediano Alto,495645210972.751,495645.21097275097,2.46276934050356
TJK,Tajikistan,Países De Ingreso Mediano Bajo,10713525200.3998,10713.5252003998,8.00000033846364
TKM,Turkmenistan,Ingreso Mediano Alto,58972000000.0,58972.0,6.19999993621698
TLS,Timor-Leste,Países De Ingreso Mediano Bajo,3208594000.0,3208.594,-20.584244040573
TON,Tonga,Ingreso Mediano Alto,518180042.241509,518.180042241509,-2.30986002720401
TTO,Trinidad And Tobago,Ingreso Alto,30053446092.0128,30053.4460920128,1.48223484044745
TUN,Tunisia,Países De Ingreso Mediano Bajo,44579761022.8993,44579.7610228993,2.67331821840567
TUR,Turkey,Ingreso Mediano Alto,907118434653.505,907118.434653505,5.53342787492781
TUV,Tuvalu,Ingreso Mediano Alto,59065982.0873657,59.0659820873657,0.677309361438304
TZA,"Tanzania, United Republic Of",Países De Ingreso Mediano Bajo,75769974505.0106,75769.9745050106,4.56600576430955
UGA,Uganda,Países De Ingreso Bajo,45565333210.9108,45565.3332109108,4.58802192181773
UKR,Ukraine,Ingreso Mediano Alto,161989520721.19,161989.52072119,-28.7585842132117
URY,Uruguay,Ingreso Alto,70164683290.3776,70164.6832903776,4.70725761465232
USA,United States Of America,Ingreso Alto,26006893000000.0,26006893.0,2.51237531983308
UZB,Uzbekistan,Países De Ingreso Mediano Bajo,90095926567.4359,90095.9265674359,6.00134232206508
VCT,Saint Vincent And The Grenadines,Ingreso Mediano Alto,966492592.592592,966.492592592592,7.1598328657349
VEN,Venezuela (Bolivarian Republic Of),No Clasificado,0.0,0.0,0.0
VGB,Virgin Islands (British),Ingreso Alto,0.0,0.0,0.0
VIR,Virgin Islands (U.S.),Ingreso Alto,4672000000.0,4672.0,-1.31123206333498
VNM,Viet Nam,Países De Ingreso Mediano Bajo,410324028883.325,410324.028883325,8.12351446767343
VUT,Vanuatu,Países De Ingreso Mediano Bajo,1022219297.50335,1022.21929750335,1.9160570121628
WSM,Samoa,Países De Ingreso Mediano Bajo,832945205.637185,832.9452056371849,-5.30629089966979
YEM,Yemen,Países De Ingreso Bajo,0.0,0.0,0.0
ZAF,South Africa,Ingreso Mediano Alto,406920004594.074,406920.004594074,1.91147996033504
ZMB,Zambia,Países De Ingreso Mediano Bajo,29163782140.4858,29163.7821404858,5.21122360356247
ZWE,Zimbabwe,Países De Ingreso Mediano Bajo,32789751736.3323,32789.7517363323,6.13926326513234
